ID,Quality,Difficulty,Class_Name,Date_Taken,textbook,attendence,grade,take_again,credit,Tags,Comment
479698,3.0,5.0,COMP102,"Oct 25th, 2011", Yes,,,,,[],"Insanely tough. Doesn't read your rough drafts so you have no idea how you're doing, then you get slammed with a D. If you're looking for an easy A, or really an A at all, don't take her."
479698,4.0,2.0,COMP1,"Aug 14th, 2008", Yes,,,,,[],"If you go to class and listen, she is more than willing to help!!! She is great...I took her for Comp I and II. She writes helpful hints on your papers too. If you explain yourself to where she understands you, she is more than willing to listen!!!"
479698,2.5,3.0,COMPI,"Jun 7th, 2005",,,,,,[],"Wouldn't recommend her for this class. She is hard to understand in her directions and she doesn't really take the time to explain what it is she's wanting. I made a hard A, if you take her, you'll feel like you had to teach yourself."
479698,5.0,1.0,COMPII,"Nov 18th, 2004",,,,,,[],She got-r-done. Wonderful Dresses like she is in the 80's I love it!
480555,5.0,3.0,CSCI1203,"Jan 7th, 2020", Yes, Mandatory, A, Yes, Yes,"['GIVES GOOD FEEDBACK', 'ACCESSIBLE OUTSIDE CLASS', 'CLEAR GRADING CRITERIA']",Rich is a wonderful teacher and knows computers backwards and forwards. He is very knowledgeable and he also gives you extra tips that are not in the textbook or the handouts. He wants everyone to finish up his class knowing what they need to succeed. Most of the work is done in class with him there to help you when needed.
480555,5.0,1.0,CSYS2073,"Dec 11th, 2019", No, Not Mandatory, A+, Yes, Yes,"['RESPECTED', 'ACCESSIBLE OUTSIDE CLASS', 'CARING']",Not difficult at all if you just do the work and turn in the assignment. You can basically work at your own pace as long as you submit everything by the end of the semester (but dont wait). I literally never went to class and finished all work within 8 weeks - didn't even have to do the final project. Amazing professor and an easy A.
480555,4.0,1.0,CSCI1203,"May 13th, 2019", No, Not Mandatory, A+, Yes, Yes,"['ACCESSIBLE OUTSIDE CLASS', 'CLEAR GRADING CRITERIA']","Not difficult if you just do the work and turn in the assignment. Attending the classes is not too enforced, but if you know that you will be needing assistance then it is best you attend class. He email's what you will be working on they day of class along with instructions. Do attend the last few classes of the semester for the final project."
480555,5.0,1.0,CSYS2073,"May 11th, 2018", No, Mandatory, A, Yes, Yes,"['PARTICIPATION MATTERS', 'CARING', 'EXTRA CREDIT']","Great Prof, Easy ""A"" . you will enjoy his class, but try not to skip classes."
480555,4.0,1.0,CSCI1203,"May 16th, 2016", No, Mandatory, A,, Yes,[],Very easy class. Just show up and do the work. No due dates; just get the work done before the end of the semester. Tons of extra credit. You can do like half the work and make an A.
480555,1.5,1.0,CSCI1203,"Aug 26th, 2014", No,,,,,[],Just saying if you already know about computers then do not take this class in person take it online only. DO NOT take it from Fox because he was all over the place talking about heart transplants etc... What the heck? Stick to Word Excel Powerpoint. He was so off base with his discussions that I dropped the class. He likes to be on stage and talk
480555,5.0,1.0,CSCA1111,"Nov 13th, 2013", No,,,,,[],One of the best instructors I've had.
480555,4.5,2.0,CSYS2073,"Jun 30th, 2012", Yes,,,,,[],"Wants his students to succeed on ALL their classes. He gives GREAT study hints that you can use for all your classes, and organization skills that will really make your life a LOT easier, if your willing to try them. He will help you in any way he can, and is a really nice guy! I would definitely take him for future classes!!"
480555,4.5,1.0,ENGAS10,"Mar 14th, 2008", Yes,,,,,[],You are doing a fine job. Keep up the good work . Thanks you again for help on my MLA paper.
480598,3.0,3.0,PSYCH101,"Nov 5th, 2010", Yes,,,,,[],"i really enjoyed her class. i learned so much, it was very interesting. ms. butchko is approachable and thorough. the tests were multiple choice when i took her class"
480598,4.5,1.0,PSYCH2023,"Apr 23rd, 2008", No,,,,,[],She gives you plenty of assignments to help you study. Really nice teacher.
480598,3.5,4.0,INTROPSYC,"Aug 16th, 2007", Yes,,,,,[],"I took the 8 week course, and I really liked it. She was very thorough and used everyday life for examples. Tests were extensive, but she tells you exactly what to study for and goes over the test before giving it out. Do your work and you will get an A."
480598,1.0,4.0,PSYSOC,"Apr 1st, 2006",,,,,,[],I'm don't know about her...she seems to have some issues of her own. I feel like I came away with some really bad education. I do not recomend her.
480598,1.0,5.0,PSY,"Dec 8th, 2005",,,,,,[],"Dec 8th, 2005"
480598,3.0,4.0,PSY,"Oct 27th, 2005",,,,,,[],"Yeah, she's a nice enough lady but she needs to remember that Intro to psyc is just that....""Intro"". If we were psyc majors, that would be one thing but...we're not. She expects to you to memorize way to much stuff."
480598,5.0,3.0,PSYCHOLOGY,"Dec 10th, 2004",,,,,,[],she likes to talk...gives good reviews for the test....really nice...not a hard class
247927,2.5,1.0,ACCT2223,"Jun 13th, 2013", Yes,,,,,[],"Where to start... Not sure I really learned much in this class as we NEVER took a single test in class. We would be in class max of an hour and half. Do homework in class and thats about it. You basically go home and learn it yourself! Easy EASY A though if you just need the course.. but if you NEED to know the material, do not take!!!"
247927,1.0,3.0,ACC2223,"Apr 26th, 2013", Yes,,,,,[],Horrible do not take. She makes you come to class for no reason. Most of the time you just do homework in class and then she interrupts you every 5 minutes while trying to to your homework. Save yourself take another professor.
247927,1.5,4.0,ACCT1234,"Sep 29th, 2012", Yes,,,,,[],You might as well teach yourself?!
247927,4.5,3.0,ACCT2243,"Dec 11th, 2011", Yes,,,,,[],Easy A. I took Accounting Information Systems and Payroll Accounting back to back semesters with her. The problems prepare you for real life accounting. You will learn. A lot. If you get something wrong just ask for her help and she will let you correct it for the improved grade. Just take a little pride in your work and you'll get an A no problem.
