ID,Quality,Difficulty,Class_Name,Date_Taken,textbook,attendence,grade,take_again,credit,Tags,Comment
248633,1.0,4.0,MUSI3783,"Jan 1st, 2013", No,,,,,[],Boring. He goes on and on but really never tells you what to do or how to approach an assignment. Not a helpful class to say the least.
728607,2.5,3.0,INDIVIDUAL,"Mar 22nd, 2015", No, Mandatory, A-,, Yes,[],Has a lot of cue cards and the criteria is a little unclear tests were not to bad and the class was fun overall
248633,3.0,4.0,MUSI3783,"Dec 7th, 2010", Yes,,,,,[],"Adams is ok. Very friendly, but too busy for teaching."
728607,3.0,3.0,MANY,"Nov 8th, 2013", No,,,,,[],Love her as a person. She strays from the syllabus almost completely. Notice for tests and homework are given a class or two beforehand. Tests are fairly simple.
248633,4.5,1.0,MUSICI,"Sep 4th, 2005",,,,,,[],he was so cool & nice to me!
728607,3.5,3.0,MOTOR,"Jun 24th, 2013", Yes,,,,,[],Great teacher and person. Tests are pretty difficult but she makes sure they're over the information you cover on the slides and nothing else.
248633,4.0,4.0,MUSICTHEORY3,"Aug 30th, 2005",,,,,,[],"Aug 30th, 2005"
492839,5.0,2.0,MKTG3616,"Dec 21st, 2009", Yes,,,,,[],Great teacher! Since he's young he's not too far removed from being a student himself. Tries to make dry info as interesting as possible. Take him if you can!
248633,4.5,4.0,THEORY,"Sep 11th, 2003",,,,,,[],"Sep 11th, 2003"
492839,5.0,3.0,SPORTSMKTG,"Nov 27th, 2005",,,,,,[],"Cumiskey's class is awesome. The class is incredibly easy as it applies the same marketing principles you've learned previously in a sports context. If you're not a moron and have even a mild interest in sports you'll make a ""A""."
492839,5.0,3.0,3433,"Nov 9th, 2004",,,,,,[],"Kevin is an excellent, young teacher. I would recommend this class to anyone. He gives extra credit often and is willing to help students so much. He shows funny videos in class. Makes class fun and entertaing for all. Not too mention his test reviews are a great help!"
731457,5.0,1.0,GEOL1114,"May 25th, 2012", Yes,,,,,[],"I'm not even a Geology major, but she made this class super fun and interesting! She's really funny and helpful. I actually enjoyed coming to her class. Just take notes and ask questions if you need to, and you'll be fine for the exams!"
731457,5.0,1.0,GEOL1114,"Mar 23rd, 2012", No,,,,,[],Easy A if you take her for intro to Geology. She gives lots of bonus points and tests are straight from the lectures. She has a good sense of humor and is lighthearted. Make sure you do good in lab and on tests and you'll get an A.
250159,5.0,5.0,ART4101,"Apr 29th, 2011", No,,,,,[],"Best instructor ever! Be prepared to work, work, work. If you do, and you listen and take criticism, the world is yours. Carey will prepare you for anything. Although her classes are 3 hrs/day 2/wk if you come prepared and show initiative you can usually be let go to work on your own. She will allow you to succeed on your own if you can."
731457,5.0,1.0,GEOL1014,"Mar 21st, 2011", Yes,,,,,[],"This class went by in a blur. Never once studied (just read) and got a 98. A lot of the content is common sense. Types of rocks, water cycle and other things that are generally simple. No math required. You'll need excel. Overall, a very simple class. Cruse was funny and intelligent. The TA's were surprisingly friendly and smart. Good class to take"
250159,5.0,3.0,ART2403,"Dec 16th, 2010", No,,,,,[],"Very helpful as long as you ask, deadlines are expected to be met or the class can ""fire"" you as an illustrator. Expect to work outside of class & have good technique, learn a lot by end of class. Usually doesn't make you stay all class period except for critiques, good effort = good grade."
731457,5.0,2.0,GEOL1014,"Sep 2nd, 2010", Yes,,,,,[],"She's incredibly smart and funny. She loves Geology and succeeds in passing that to the students. I was deathly afraid of Geology cause i suck at science, but if you read and listen at lectures youll do fine. She's also extremely kind and helpful. Labs however with the TA's are boring, complicated, and awkward. If only Dr. Cruse taught those too!"
250159,5.0,1.0,ART3403,"Dec 12th, 2010", No,,,,,[],"Such an amazing professor. She really knows who is going to make it and who isn't in the real world. Also, gives great advise on how to showcase your portfolio. I would recommend her to anyone."
731457,4.5,2.0,GEOL1014,"Jun 6th, 2010", Yes,,,,,[],"TAKE THIS CLASS! The material wasn't the easiest, but she gives out bonus points left and right! I had so many bonus points from the tests, showing up on rainy days, etc that I didn't have to do the Excel project and I still ended the semester with a 105 average. I would totally recommend taking this class With that being said, be prepared for lab!"
250159,4.5,4.0,STUDIART,"Nov 6th, 2010", No,,,,,[],"She brought the 'high-end'-ness to what design is rather than coming off as a typical ""can't cut it in the real-world' type of stigma a professor can get in this industry."
731457,5.0,2.0,GEOG221,"Apr 19th, 2010", No,,,,,[],favorite college professor yet! hilarious
250159,5.0,3.0,ILLISTRATIONS,"Aug 30th, 2005",,,,,,[],"Aug 30th, 2005"
731457,5.0,1.0,GEOL1014,"Dec 3rd, 2009", Yes,,,,,[],"I loved Dr. Cruse! I didn't think I'd like Geology at all but she made it really interesting. She's funny, lively, and really good at analogies. She's also very prompt with grading and organized. DO THE EXTRA CREDIT! It's easy and worth your time (she offers a ton). You'd be wise to take this class if you need a lab credit; it's fun and easy!"
250159,3.5,2.0,ART3403,"Sep 16th, 2003",,,,,,[],"She teaches all levels of Illustration. On the lower level courses she is pretty easy on students just as long as they get their work done by deadlines. On the upper level, she is a bit more demanding of high quality work, which in the end is a good thing"
731457,5.0,2.0,GEO1014,"Oct 14th, 2009", Yes,,,,,[],"She is very animated, funny and passionate. She gives a lot of extra credit and she lets you make your own study guides. Light studying is best for tests, because her tests cover a lot of material. The tests are not hard and easy to understand. The labs can kind of be ridiculous but everyone gets an A on the labs. Amazing professor."
731457,4.5,4.0,GEOL1114,"May 6th, 2008", Yes,,,,,[],"Lecture is boring, but attendance isn't mandatory. Test reviews are little more than a list of the chapter headings. Tests are tough, but you can get 9 EC points per test (just do it, it's worth it). Make sure you go to lab- it really bails you out. The field trip is terrible, but you've got no choice."
731457,3.0,4.0,GEOL1114,"Mar 24th, 2008", No,,,,,[],"tests are hard, even if you study. the extra credit helps but the test questions are random."
731457,5.0,2.0,GEOL1014,"Dec 16th, 2006", No,,,,,[],"Great Professor! She is lively and entertaining in lecture! She's really helpful.I didn’t think I would like geology but she made it fun, I really enjoyed it. I never once opened my book. I had a great lab T.A. Her tests are based off her PowerPoint slides. Extra Credit was given for all tests including the Final. I would definitely recommend her!"
731457,4.0,3.0,GEOLOGY1014,"Nov 29th, 2005",,,,,,[],"The class is based off the slides lectures, i never opened my book. She is really intrested in the subject so she tries to be lively with examples, but if you still find the subject a bore, it easy to want to fall asleep. The lab is hard depending on the TA, she gives extra credit options with about every test, and the tests are too bad."
731457,3.5,4.0,GEO1114,"Oct 19th, 2005",,,,,,[],"The class was a straight lecture from Powerpoint slides. Dr. Cruse was willing to help. The lab is pretty difficult, depending on which T.A. you get. The class can be hard, read a lot before each test."
252401,4.5,4.0,FREN1115,"Dec 29th, 2012", Yes,,,,,[],"She is hard but for a reason: she makes you LEARN A LOT. She intimidated most of the class, but if you just ask questions, she answers clearly! Her accent is thick, but be patient because she really tries her best! Attendance is important to her, and to you keeping up with her helpful lectures. I learned SO much in one semester. Be brave &TAKE HER."
252401,5.0,3.0,FREN2232,"Dec 14th, 2012", Yes,,,,,[],LOVE this woman. Made every story we read very interesting. 30% of the grade is coming to class. She makes it fun. She was slightly intimidating at first because she is a native french woman but i learned alot and i can't wait to take another one of her classes. i definitely understand french better after taking her class.
252401,3.5,2.0,FREN1115,"Dec 9th, 2012", Yes,,,,,[],"She is pretty easy to follow, does do a question and answer style for learning. It probably helps to have a good grasp of grammar."
252401,4.5,4.0,FREN2233,"Jul 6th, 2011", No,,,,,[],"I absolutely loved this class. It was definitely difficult material but she made it so simple to understand. Granted, if you missed a day, you fell so far behind in the material because she hardly uses the book. I learned so much in this class and her French accent is better for learning than an American accent!"
733246,4.0,4.0,ART1303,"Feb 14th, 2016", No,,,, Yes,[],"Dave Roberts is probably the most level-headed and easy to get along with instructor at OSU. No touchy ego to deal with, just clear cut rules, expectations, and help, from a seasoned artist and instructor. If you screw up and get a bad grade in his class, it's on YOU!"
252401,2.5,4.0,FREN1115,"Nov 7th, 2008", Yes,,,,,[],"Class is hard. Compared to other teachers, she makes the class ten times as hard then it should be. If you can learn a language by just having it said to you and then repeating it, take the class. Tests were what got me, harder then other teachers, made you memorize a french blog, definatly save ur gpa and stress level, DO NOT TAKE!!! not worth it!"
733246,5.0,3.0,ART1303,"Mar 22nd, 2006",,,,,,[],"One of the best professors I've had at OSU. He is very understanding, laid-back, and just plain nice. He does ask a lot from his students, but would you learn any other way?"
252401,4.5,2.0,FRENCHLIT,"Apr 11th, 2005",,,,,,[],"This woman makes even the dullest french novels seem interesting and exciting. Class is not easy but not too hard, just read before you come to class, she does pick on you to speak, but her teaching style makes you learn. Loved the course. Name is David Schmunk- Spring 05"
252401,5.0,4.0,FREN,"May 8th, 2004",,,,,,[],"Everyone's comments are spot on. She's a great lady, hilarious, and she makes you learn. It amazes me the disparity between the other french profs, and her and Howland. You HAVE to take one of these 2."
